model,dataset,language,question_idx,question,answer_gt,prediction,sample0_for_se,correct,f1_squad,se_entropy,n_clusters,M,temperature,se_time_s,gen_time_s,latency_s,throughput_tokens_per_sec
Qwen/Qwen1.5-1.8B-Chat,bioasq,en,1,Name synonym of Acrokeratosis paraneoplastica.,bazex syndrome,Acrokeratosis paraneoplastica is also known as acrodermatitis continua (ACD).,"Acrokeratosis paraneoplastica is often referred to as ""paranocytic keratitis.""",0,0.0,1.359237,5,10,0.5,0.108,87.615,87.7230572605133,2.81
Qwen/Qwen1.5-1.8B-Chat,bioasq,en,2,Orteronel was developed for treatment of which cancer?,castration-resistant prostate cancer,Cancer.,Orteronel was developed for the treatment of prostate cancer.,0,0.5,1.279854,4,10,0.5,0.35,68.211,68.56113437271118,1.86
Qwen/Qwen1.5-1.8B-Chat,bioasq,en,3,Which is the protein that is encoded by the gene GLT8D1?,glycosyltransferase 8 domain containing 1,GLT8D1 is the gene encoding the protein glutamate-tartrate transaminase (GLT8D1).,GLT8D1 is the gene that encodes the protein glutamic acid-tetrahydrofuran dehydrogenase (GLT8,0,0.0,-0.0,1,10,0.5,0.102,95.819,95.9209434928894,2.88
Qwen/Qwen1.5-1.8B-Chat,bioasq,en,4,Where is the protein Pannexin1 located?,plasma membrane,Protein Pannexin1 is located in the cytoplasm of cells.,Protein Pannexin1 is located in the nucleus of cells.,0,0.0,-0.0,1,10,0.5,0.382,73.628,74.00950930404663,2.8
Qwen/Qwen1.5-1.8B-Chat,bioasq,en,5,What is the mode of inheritance of Wilson's disease?,autosomal recessive,Mutation.,Mutation.,0,0.0,0.325083,2,10,0.5,0.166,81.438,81.60404614257813,0.7
Qwen/Qwen1.5-1.8B-Chat,bioasq,en,6,What is the mode of inheritance of Facioscapulohumeral muscular dystrophy (FSHD)?,autosomal dominant,Mutation.,Autosomal dominant (AD),0,0.0,1.470808,5,10,0.5,0.114,70.289,70.40309974098206,1.34
Qwen/Qwen1.5-1.8B-Chat,bioasq,en,7,What kind of chromatography is HILIC?,hydrophilic interaction chromatography,HILIC stands for High-Resolution Liquid Chromatography. It is a type of liquid chromatography that uses high-resolution columns to separate and analyze,HILIC (High-Resolution Liquid Chromatography) is a type of chromatography that uses a liquid chromatographic column to separate and analyze molecules,0,0.2222,0.325083,2,10,0.5,0.194,106.192,106.38585838508605,2.67
Qwen/Qwen1.5-1.8B-Chat,bioasq,en,8,What is the structural fold of bromodomain proteins?,all-alpha-helical fold,Protein folding.,Protein folding.,0,0.0,0.639032,3,10,0.5,0.123,67.833,67.95556050109863,1.09
Qwen/Qwen1.5-1.8B-Chat,bioasq,en,9,Which MAP kinase phosphorylates the transcription factor c-jun?,c-jun nh2-terminal kinase,c-Jun.,c-Jun.,0,0.5,0.693147,2,10,0.5,0.12,68.085,68.2048501586914,1.54
Qwen/Qwen1.5-1.8B-Chat,bioasq,en,10,"What is the meaning of the acronym ""TAILS"" used in protein N-terminomics?",tails: terminal amine isotopic labeling of substrates,Tails (Terminal Accessory Region) is an acronym used in protein N-terminomics to refer to the region at the end of a protein sequence,Tails (Translation Intron Encodings) is an acronym used in protein N-terminomics to refer to introns that enclose the coding regions,0,0.2308,2.302585,10,10,0.5,0.192,114.757,114.94935992431641,2.39
Qwen/Qwen1.5-1.8B-Chat,bioasq,en,11,Which fusion protein is involved in the development of Ewing sarcoma?,ews/fli1,Ewing Sarcoma Fusion Protein (ESFP),Ewing Sarcoma Fusion Protein (ESFP),0,0.0,0.500402,2,10,0.5,0.246,107.507,107.7531051940918,1.66
Qwen/Qwen1.5-1.8B-Chat,bioasq,en,12,Treatment of which disease was investigated in the MR CLEAN study?,acute ischemic stroke,MR CLEAN study investigated the treatment of psoriasis.,MRCLEAN study investigated the treatment of multiple sclerosis (MS).,0,0.0,1.470808,5,10,0.5,0.207,94.573,94.78011278915405,1.76
Qwen/Qwen1.5-1.8B-Chat,bioasq,en,13,Which enzyme is targeted by Evolocumab?,proprotein convertase subtilisin/kexin type 9,Evolocumab is targeted by an enzyme called FcγRIIb.,"Evolocumab is targeted by an enzyme called monoclonal antibody (mAb), specifically an Fc fragment of human IgG1.",0,0.0,0.801819,3,10,0.5,0.227,99.779,100.0055453338623,2.23
Qwen/Qwen1.5-1.8B-Chat,bioasq,en,14,What is the methyl donor of DNA (cytosine-5)-methyltransferases?,s-adenosyl-l-methionine,NADPH (nicotinamide adenine dinucleotide phosphate),Cytosine-5-methyltransferase (CTMTR) is an enzyme that catalyzes the transfer of a methyl group from cy,0,0.0,1.695743,6,10,0.5,0.135,94.445,94.58013326644897,1.61
Qwen/Qwen1.5-1.8B-Chat,bioasq,en,15,Which signaling pathway does sonidegib inhibit?,hedghog signalling pathway,Sonic Glandular Signaling Pathway (SGSP),Signal pathway: cAMP-dependent protein kinase B (cAMP-KAKB) activation.,0,0.25,2.163956,9,10,0.5,0.087,57.441,57.52789618110657,2.51
Qwen/Qwen1.5-1.8B-Chat,bioasq,en,16,In which phase of the cell cycle arrest is impaired in Fanconi anemia?,"in fanconi anemia cells, the s-phase checkpoint is inefficient.",Phase 2 of the cell cycle arrest is impaired in Fanconi anemia.,Phase 2 of the cell cycle arrest is impaired in Fanconi anemia.,0,0.4211,0.940448,4,10,0.5,0.08,62.717,62.796509973526,2.52
Qwen/Qwen1.5-1.8B-Chat,bioasq,en,17,Mutation of which gene is implicated in the familial isolated pituitary adenoma?,aryl hydrocarbon receptor interacting protein,Pituitary Adenoma (PIA),Pituitary adenoma.,0,0.0,1.609438,6,10,0.5,0.124,69.352,69.47551942062378,2.78
Qwen/Qwen1.5-1.8B-Chat,bioasq,en,18,GV1001 vaccine targets which enzyme?,human telomerase reverse transcriptase,Enzyme: Glycoprotein 1001 (gp1001),Enzyme: Glycoprotein 1001 (gp1001),0,0.0,1.168282,4,10,0.5,0.054,67.487,67.54073907089233,1.93
Qwen/Qwen1.5-1.8B-Chat,bioasq,en,19,Which is the E3 ubiquitin ligase which ubiquitinates IkB leading to its proteasomal degradation?,scf(β-trcp),E3 ubiquitin ligase: Cdc20.,E3 ubiquitin ligase: E2 ubiquitin ligase,0,0.0,0.639032,3,10,0.5,0.074,80.671,80.74450683212281,1.96
Qwen/Qwen1.5-1.8B-Chat,bioasq,en,20,Is there a crystal structure of Greek Goat Encephalitis?,no crustal structure of greek goat encephalitis found,"Yes, there is a crystal structure of Greek Goat Encephalitis (GGE). The GGE is a viral infection caused by the Epstein-B","Yes, there is a crystal structure for Greek Goat Encephalitis (GGE), also known as the ""goat encephalitis crystal",0,0.5556,-0.0,1,10,0.5,0.093,101.147,101.2399126739502,2.97
Qwen/Qwen1.5-1.8B-Chat,bioasq,en,21,Mutation of which gene is implicated in the Brain-lung-thyroid syndrome?,thyroid transcription factor 1,Brain-lung-thyroid syndrome (BLTS) is caused by mutations in the gene called TRIM20. This gene encodes a protein,SRY (sex determining region Y) gene.,0,0.0,2.025326,8,10,0.5,0.053,70.139,70.19189077758789,1.51
Qwen/Qwen1.5-1.8B-Chat,bioasq,en,22,Which enzyme is targeted by the drug Imetelstat?,human telomerase,Imetelstat is a drug that targets the enzyme 5'-methyltetrahydrofolate reductase (MTHFR). M,Iметelstat is a medication that targets the enzyme acetyl-CoA carboxylase (ACC). This enzyme plays a crucial role in the,0,0.0,2.025326,8,10,0.5,0.362,96.488,96.84978994178772,2.9
Qwen/Qwen1.5-1.8B-Chat,bioasq,en,23,In which breast cancer patients can palbociclib be used?,"hormone receptor-positive, human epidermal growth factor receptor 2-negative",Palbociclib is a drug that can be used in breast cancer patients who have progressed beyond standard chemotherapy and other treatments. It works by inhib,"Palbociclib is a medication that can be used in breast cancer patients who have received treatment for hormone receptor-positive (HR+) breast cancer,",0,0.0,-0.0,1,10,0.5,0.092,103.507,103.59851792526246,2.9
Qwen/Qwen1.5-1.8B-Chat,bioasq,en,24,What is the method FASP used for?,proteomic sample preparation,"FASP stands for ""Fastest Asynchronous Single-Phase Switching,"" which is a switching technology used in power electronics systems to switch between two phases",FASP (Fastest Asynchronous Single Pass) is a parallel programming technique used to optimize sequential algorithms by executing multiple instructions simultaneously on different threads or processors,0,0.0,1.279854,4,10,0.5,0.112,98.738,98.84999927330017,3.04
Qwen/Qwen1.5-1.8B-Chat,bioasq,en,25,Which gene is required for the efficient function of clopidogrel?,"cytochrome p450, cypc19",CYP2C19.,The gene that is required for the efficient function of clopidogrel is CYP2C19.,0,0.0,1.609438,6,10,0.5,0.253,78.02,78.27260543823242,2.13
Qwen/Qwen1.5-1.8B-Chat,bioasq,en,26,Which transcription factor is considered as a master regulator of lysosomal genes?,transcription factor eb (tfeb),Lysosomal gene transcription factor (Lyt6) is considered as a master regulator of lysosomal genes.,Lysosomal gene transcription factor (LATS) is considered as a master regulator of lysosomal genes.,0,0.2353,0.325083,2,10,0.5,0.068,74.038,74.1060046081543,1.99
Qwen/Qwen1.5-1.8B-Chat,bioasq,en,27,Which technique is used for detection of EWS/FLI1 fusion transcripts?,reverse transcription - polymerase chain reaction (rt-pcr),RNA测序 (RNA-seq),RNA interference (RNAi),0,0.0,0.943348,3,10,0.5,0.1,86.014,86.11407953643798,1.72
Qwen/Qwen1.5-1.8B-Chat,bioasq,en,28,What is the application of the Bimolecular Fluorescence Complementation (BiFC) assay in Drosophila e,the study of protein-protein interactions in a physiologically relevant developing context.,"The BiFC assay is used to study the interaction between two proteins, called biotinylated transcription factors (TFs), and their binding partners",The Bimolecular Fluorescence Complementation (BiFC) assay is used to study the interaction between two fluorescent proteins in Drosophila embryos,0,0.0714,0.943348,3,10,0.5,0.081,111.727,111.80750751686097,2.69
Qwen/Qwen1.5-1.8B-Chat,bioasq,en,29,What is the genetic basis of Rubinstein-Taybi syndrome?,mutations or/and deletions in the genes of the camp-response element binding protein-bp (crebbp) (50-60% of the cases) and of the homologous gene e1a-binding protein (ep300) at 22q13 (5%).,"The genetic basis of Rubinstein-Taybi syndrome (RTS) is an autosomal recessive disorder characterized by a combination of intellectual disability, facial",Rubinstein-Taybi syndrome (RTS) is caused by mutations in the gene called RB1. The RB1 gene encodes a protein that,0,0.0976,-0.0,1,10,0.5,0.266,138.603,138.869361951828,2.16
Qwen/Qwen1.5-1.8B-Chat,bioasq,en,30,What is the function of the AIRE gene at the embryonic stage?,stem cell renewal and self-immune tolerance,"Function: The AIRE (Adenosine Receptor Gene) plays a crucial role in the development and differentiation of the neural tube, which is the",Function: The AIRE (Adenosine Receptor Integrator and Effector) gene plays a crucial role in the development of the nervous system during,0,0.087,2.025326,8,10,0.5,0.125,99.222,99.34721028518676,3.02
Qwen/Qwen1.5-1.8B-Chat,bioasq,en,31,Which is the genetic defect causing Neurofibromatosis type 1?,mutation in nf1 gene.,NF1.,Neurofibromatosis type 1 (NF1) is caused by a specific genetic mutation called NF1 gene. This mutation occurs in approximately,0,0.4,0.500402,2,10,0.5,0.194,63.134,63.32837861442566,1.47
Qwen/Qwen1.5-1.8B-Chat,bioasq,en,32,Which is the human selenoprotein that contains several Se-Cys residues?,selenoprotein p,Selenocysteine (SeCys),Leucine.,0,0.0,1.168282,4,10,0.5,0.042,73.786,73.82800673103333,1.38
Qwen/Qwen1.5-1.8B-Chat,bioasq,en,33,Which package is available for analysing genomic interactions in R/Bioconductor?,r3cseq,"""Genomic Interaction Analysis"" is the package available for analysing genomic interactions in R/Bioconductor.","""Genome_interaction_analysis"" is the package available for analysing genomic interactions in R/Bioconductor.",0,0.0,0.940448,4,10,0.5,0.103,111.049,111.15151450538636,2.4
Qwen/Qwen1.5-1.8B-Chat,bioasq,en,34,How many clinical trials for off-label drugs in neonates are cited in the literature.,none,10,10,0,0.0,1.834372,7,10,0.5,0.12,79.724,79.84417369270325,1.73
Qwen/Qwen1.5-1.8B-Chat,bioasq,en,35,What enzyme is inhibied by Opicapone?,catechol-o-methyltransferase,CYP2D6.,NADPH oxidase.,0,0.0,0.801819,3,10,0.5,0.068,65.215,65.28300484657288,1.41
Qwen/Qwen1.5-1.8B-Chat,bioasq,en,36,Do archaeal genomes contain one or multiple origins of replication?,mostly multiple,"Yes, archaeal genomes contain one origin of replication. Archaea are a group of prokaryotic microorganisms that have unique genetic and biochemical features","Yes, archaeal genomes do contain one or multiple origins of replication. Archaea are prokaryotic organisms that have distinct genetic and genomic features from",0,0.0,0.610864,2,10,0.5,0.131,106.313,106.44371346282959,2.82
Qwen/Qwen1.5-1.8B-Chat,bioasq,en,37,Which is the genetic basis of Spinal Muscular Atrophy (SMA)?,"the molecular genetic basis of spinal muscular atrophy (sma), an autosomal recessive neuromuscular disorder, is the loss of function of the survival motor neuron gene (smn1)",The genetic basis of Spinal Muscular Atrophy (SMA) is caused by mutations in the gene called SMN1 or SMN2.,The genetic basis of Spinal Muscular Atrophy (SMA) is caused by mutations in the SMN1 and SMN2 genes. These,0,0.5128,0.801819,3,10,0.5,0.341,101.712,102.05301748466492,2.76
Qwen/Qwen1.5-1.8B-Chat,bioasq,en,38,Which is the third subunit of the TSC1-TSC2 complex upstream of mTORC1?,tbc1d7,Tuberous Sclerosis Complex (TSC) 1-TSC2 complex上游的第三亚单位是mTORC1。,Tuberous Sclerosis Complex (TSC) 3.,0,0.0,1.168282,4,10,0.5,0.204,90.149,90.35344297790527,1.01
Qwen/Qwen1.5-1.8B-Chat,bioasq,en,39,Which kinase is inhibited by the small molecule KN-93?,the calcium/calmodulin-dependent protein kinase-ii,"KN-93 is an inhibitor of the protein tyrosine kinase (PTK) family member PTK2. Specifically, it inhibits the","KN-93 is an inhibitor of the protein tyrosine phosphatase (PTP) family of kinases. Specifically, it inhibits",0,0.1429,0.325083,2,10,0.5,0.118,106.773,106.89115237998962,2.68
Qwen/Qwen1.5-1.8B-Chat,bioasq,en,40,"What are 'vildagliptin', 'sitagliptin', 'saxagliptin', 'alogliptin', 'linagliptin', and 'dutogliptin",dipeptidyl peptidase-4 (dpp-4) inhibitors,"Vildagliptin, Sitagliptin, Saxagliptin, Alogliptin, Linagliptin, and Dutog","Vildagliptin, Sitagliptin, Saxagliptin, Alogliptin, Linagliptin, and Dutog",0,0.0,0.940448,4,10,0.5,0.173,130.26,130.43341995239257,2.3
Qwen/Qwen1.5-1.8B-Chat,bioasq,en,41,Which is the most important prognosis sub-classification in Chronic Lymphocytic Leukemia?,the mutational status of the ighv genes.,"Prognosis Sub-Classification in Chronic Lymphocytic Leukemia (CLL) is based on several factors, including the stage of disease",Prognosis Sub-Classification in Chronic Lymphocytic Leukemia (CLL) is based on various factors such as the stage of disease,0,0.0952,0.325083,2,10,0.5,0.177,115.184,115.36105583572387,2.25
Qwen/Qwen1.5-1.8B-Chat,bioasq,en,42,What is needed for MMP proteins to be functional?,zinc,"MMP (matrix metalloproteinase) proteins are a family of enzymes that play a crucial role in various cellular processes such as wound healing, bone",MMP proteins need a specific sequence of amino acids that is conserved across different types of mammalian cells and tissues. The exact sequence required for MMP,0,0.0,1.220607,4,10,0.5,0.107,105.836,105.94313243484497,2.83
Qwen/Qwen1.5-1.8B-Chat,bioasq,en,43,What is hyperosmia,increased olfactory acuity,Hyperosmia is a condition characterized by an excessive sensitivity to light and a reduced ability to perceive and maintain visual acuity in low-light conditions. It,Hypoxia is a medical condition characterized by reduced oxygen supply to the body's tissues and organs. It occurs when the amount of oxygen in the,0,0.0833,1.643418,6,10,0.5,0.364,90.49,90.85362695693969,3.32
Qwen/Qwen1.5-1.8B-Chat,bioasq,en,44,What is the number of long non coding RNAs in the human genome,"between 10,000 and 20,000","23,000","23,000",0,0.0,1.168282,4,10,0.5,0.107,65.348,65.45454425621033,1.27
Qwen/Qwen1.5-1.8B-Chat,bioasq,en,45,Which is the most known bacterium responsible for botulism (sausage-poisoning)?,clostridium botulinum,Bacillus cereus.,Bacillus cereus.,0,0.0,0.500402,2,10,0.5,0.096,73.83,73.92550094604492,1.61
Qwen/Qwen1.5-1.8B-Chat,bioasq,en,46,What is the association of spermidine with α-synuclein neurotoxicity?,spermidine protects against α-synuclein neurotoxicity,"Spermidine is associated with α-synuclein neurotoxicity through its ability to bind and stabilize α-synuclein proteins,","Spermidine is associated with α-synuclein neurotoxicity through its ability to bind and stabilize α-synuclein proteins,",0,0.3,-0.0,1,10,0.5,0.095,112.012,112.10712448310852,2.57
Qwen/Qwen1.5-1.8B-Chat,bioasq,en,47,Where is the histone variant CENPA preferentially localized?,centromeres,CENPA (Clustered Nucleus of Pericytes and Adipocytes) is a chromatin protein that plays a role in regulating gene,CENPA (Clusterin 20a) is a chromatin-associated protein that has been shown to preferentially localize to the nucleosome-bound,0,0.0,1.0889,4,10,0.5,0.1,107.274,107.3744273891449,2.8
Qwen/Qwen1.5-1.8B-Chat,bioasq,en,48,Which is the prognostic meaning of delayed enhancement documented in patients hypertrophic cardiomyo,delayed enhancement by cmr has prognostic value in predicting adverse cardiovascular events among hcm patients.,Prognostic meaning: Delayed enhancement refers to an abnormal increase in cardiac size and function that occurs after a delay (usually weeks to months),"Prognostic meaning of delayed enhancement documented in patients hypertrophic cardiomyopathy: The term ""delayed enhancement"" refers to an imaging technique used",0,0.2222,0.673012,2,10,0.5,0.344,99.62,99.96385633468628,3.01
Qwen/Qwen1.5-1.8B-Chat,bioasq,en,49,Which is the cellular localization of the protein Opa1?,mitochondrial intermembrane space,Opa1 is a protein that belongs to the family of opalins and is primarily localized to the cytoplasm of cells. It plays a,"Opa1 is a protein that is primarily localized to the nucleus and cytoplasm. It is part of the Opi family of proteins, which",0,0.0,0.940448,4,10,0.5,0.091,82.097,82.1875179977417,2.85
Qwen/Qwen1.5-1.8B-Chat,bioasq,en,50,Which genome browser database for DNA shape annotations is available?,gbshape,NCBI (National Center for Biotechnology Information),NCBI nucleotide sequence database.,0,0.0,1.609438,6,10,0.5,0.08,58.532,58.61182730865478,1.83
Qwen/Qwen1.5-1.8B-Chat,bioasq,en,51,What is the enzymatic activity of the breast cancer associated gene BRCA1?,e3 ubiquitin ligase activity,Enzymatic activity of the breast cancer associated gene BRCA1 is low.,The enzymatic activity of the breast cancer associated gene BRCA1 is low.,0,0.1429,0.610864,2,10,0.5,0.086,79.543,79.62852050590516,2.69
Qwen/Qwen1.5-1.8B-Chat,bioasq,en,52,What is the function of Neu5Gc (N-Glycolylneuraminic acid)?,neu5gc is an immune message to self,"Function: Neu5Gc is a glycosylation modification that occurs on the N-terminus of proteins, particularly in the extracellular domain.","Neu5Gc is a glycosylation pattern found on certain proteins, particularly in the brain and nervous system, where it serves as a biom",0,0.1905,0.801819,3,10,0.5,0.323,97.078,97.40121882247925,3.09
Qwen/Qwen1.5-1.8B-Chat,bioasq,en,53,Which metabolite activates AtxA?,co2,ATP.,ATP.,0,0.0,0.639032,3,10,0.5,0.111,54.172,54.28297002029419,1.83
Qwen/Qwen1.5-1.8B-Chat,bioasq,en,54,Which amino acid residue appears mutated in most of the cases reported with  cadasil syndrome?,cysteine,CadaSil Syndrome is caused by mutations in the cysteine (Cys) residue at position 196 in the gene encoding the cyst,CadaSil Syndrome is an autosomal recessive disorder characterized by mutations in the cysteine-rich domain (CRD) of the protein cystath,1,0.1111,1.609438,6,10,0.5,0.107,92.559,92.6658103313446,2.8
Qwen/Qwen1.5-1.8B-Chat,bioasq,en,55,Is the transcriptional regulator BACH1 an activator or a repressor?,repressor,BACH1 is an activator.,BACH1 is an activator.,0,0.0,0.325083,2,10,0.5,0.099,60.993,61.092112272262575,1.93
Qwen/Qwen1.5-1.8B-Chat,bioasq,en,56,Which disease is characterized by congenital absence of intrinsic ganglion cells of the gastrointest,aganlionic megacolon or hirschsprung disease,Gastrointestinal stromal tumor (GIST),Celiac disease.,0,0.0,1.695743,6,10,0.5,0.105,63.332,63.436828119277955,1.8
Qwen/Qwen1.5-1.8B-Chat,bioasq,en,57,"What is the disease in which patients are sensitive to DNA crosslinking agents, presenting with a hi",fanconi anemia,Chromosomal instability (CIN),Cancer.,0,0.0,1.359237,5,10,0.5,0.105,76.501,76.60633595085145,2.01
Qwen/Qwen1.5-1.8B-Chat,bioasq,en,58,How is oprozomib administered?,orally,Oprozomib is administered orally.,Oprozomib is administered intravenously (IV).,1,0.4,0.639032,3,10,0.5,0.109,75.019,75.12825149917603,2.87
Qwen/Qwen1.5-1.8B-Chat,bioasq,en,59,Which syndrome is associated with mutant DVL1?,robinow syndrome,Autism spectrum disorder (ASD),Sickle cell anemia (SCA),0,0.0,1.359237,5,10,0.5,0.298,63.382,63.68000271987915,2.18
Qwen/Qwen1.5-1.8B-Chat,bioasq,en,60,What is the target of the drug Olaparib?,poly(adp-ribose) polymerase,Olaparib is a medication used to treat certain types of cancer that have resistance to other chemotherapy drugs. The primary target of olaparib,The target of the drug Olaparib is ovarian cancer.,0,0.0,1.029653,3,10,0.5,0.104,83.096,83.19986204719544,3.03
Qwen/Qwen1.5-1.8B-Chat,bioasq,en,61,Inhibition of which transporter is the mechanism of action of drug Canagliflozin?,sodium glucose co-transporter 2,Transporter: SGLT2 (Sodium-glucose cotransporter 2),Transporter: SGLT2 (Sodium-glucose cotransporter 2),0,0.4444,0.940448,4,10,0.5,0.079,72.997,73.07563879203796,2.25
Qwen/Qwen1.5-1.8B-Chat,bioasq,en,62,What is the prognostic role of thyroid hormone in patients with heart failure?,there is a relationship between altered thyroid profile and mortality in patients with heart failure,The prognostic role of thyroid hormone in patients with heart failure (HF) is to support and maintain normal cardiac function by regulating the production and release,"Thyroid hormone plays a prognostic role in patients with heart failure by modulating the body's response to stress and inflammation, which can contribute",0,0.4211,-0.0,1,10,0.5,0.331,95.497,95.82815363121033,3.14
Qwen/Qwen1.5-1.8B-Chat,bioasq,en,63,Which gene strand is targeted by transcription-coupled repair (TCR)?,the transcribed strand,TCR (Transcription-Linked Repair) targets the DNA strand that has been damaged or mutated during replication.,TCR (Transcription-Triggered Repair) targets the telomere sequence on chromosome 9.,0,0.125,1.227529,5,10,0.5,0.08,68.857,68.93734706115723,2.44
Qwen/Qwen1.5-1.8B-Chat,bioasq,en,64,Which is the branch site consensus sequence in U12-dependent introns?,uuccuuaac,U12-dependent introns.,"U12-dependent introns are typically characterized by their high degree of conservation and specific location within the genome, which can make them difficult to study using",0,0.0,0.897946,3,10,0.5,0.117,69.07,69.18729645729064,2.42
Qwen/Qwen1.5-1.8B-Chat,bioasq,en,65,What is the suggested therapy for Mycobacterium avium infection?,"rifampin 10 mg/kg daily, ciprofloxacin 500 mg twice daily, clofazimine 100 mg every day, and ethambutol 15 mg/kg orally daily for 24 weeks, with or without amikacin 10 mg/kg intravenously or intramuscularly 5 days weekly for the first 4 weeks",Antibiotics.,Antibiotics.,0,0.0,0.940448,4,10,0.5,0.105,58.611,58.71598213768005,1.84
Qwen/Qwen1.5-1.8B-Chat,bioasq,en,66,What is the genetic basis of tuberous sclerosis?,tsc1 and tsc2 genes,"Tuberous sclerosis (TS) is an autosomal recessive genetic disorder characterized by progressive neurological and skin abnormalities, including brain tumors, seizures, and","Tuberous sclerosis (TS) is an autosomal dominant genetic disorder characterized by the accumulation of abnormal proteins in various organs, including the brain, skin",0,0.0833,-0.0,1,10,0.5,0.092,88.234,88.32590917015075,3.4
Qwen/Qwen1.5-1.8B-Chat,bioasq,en,67,What is the molecular function of the Chd1 protein?,chd1 is an atp-dependent dna helicase,Chd1 protein is a nuclear factor that plays a role in regulating gene expression by binding to DNA and controlling the transcription process. It is involved in,Chd1 (Clustered Heat Shock Protein 1) is a member of the heat shock protein family and plays a crucial role in regulating cellular temperature,0,0.24,1.497866,6,10,0.5,0.103,92.044,92.14747771644592,3.04
Qwen/Qwen1.5-1.8B-Chat,bioasq,en,68,Which enzyme does MLN4924 inhibit?,nedd8-activating enzyme,MLN4924 inhibits the enzyme ribonucleotide reductase (RnR).,MLN4924 is an inhibitor of the enzyme ribonucleotide reductase (RnR).,0,0.25,1.168282,4,10,0.5,0.093,83.061,83.15435851669312,3.24
Qwen/Qwen1.5-1.8B-Chat,bioasq,en,69,Which protein has been found to interact with phospholamban (PLN) and is also an anti-apoptotic prot,the hs-1 associated protein x-1,Protein: Bcl-2,Protein: Bcl-2,0,0.3333,1.0889,4,10,0.5,0.048,58.9,58.948454761505126,1.22
Qwen/Qwen1.5-1.8B-Chat,bioasq,en,70,What is the number of protein coding genes in the human genome?,"between 20,000 and 25,000","230,000","230,000",0,0.0,1.029653,3,10,0.5,0.035,53.092,53.12657260131836,1.45
Qwen/Qwen1.5-1.8B-Chat,bioasq,en,71,What is the indication for prophylactic use of antibiotics in COPD?,reduction of number of exacerbations,The indication for prophylactic use of antibiotics in chronic obstructive pulmonary disease (COPD) is to prevent or slow down the progression of the,The indication for prophylactic use of antibiotics in chronic obstructive pulmonary disease (COPD) is based on the presence of bacterial infections that may,0,0.16,1.359237,5,10,0.5,0.102,76.374,76.47570531272888,2.63
Qwen/Qwen1.5-1.8B-Chat,bioasq,en,72,What is the generic name of Gliolan?,5-aminolevulinic acid,Gliolan is a chemical compound that belongs to the class of benzene derivatives and has the molecular formula C6H5CH2Cl. It,Gliolan is a chemical compound that belongs to the class of pyridine derivatives and has the molecular formula C6H10N2O,0,0.0,1.227529,5,10,0.5,0.381,116.002,116.38317480278015,2.59
Qwen/Qwen1.5-1.8B-Chat,bioasq,en,73,How many genes does the human hoxD cluster contain?,9,20,23,0,0.0,0.801819,3,10,0.5,0.022,58.681,58.70303106880188,0.55
Qwen/Qwen1.5-1.8B-Chat,bioasq,en,74,Which protein is the E3-ubiquitin ligase that targets the tumor suppressor p53 for proteasomal degra,the mouse double minute 2 (mdm2),Proteasome.,p53.,0,0.0,1.279854,4,10,0.5,0.286,75.402,75.68847756576538,1.09
Qwen/Qwen1.5-1.8B-Chat,bioasq,en,75,What is the proportion of non canonical splice sites in the human genome?,between 1% and 2%,The proportion of noncanonical splice sites in the human genome varies widely and can range from 10% to 50%. Noncanonical splice sites,"The proportion of noncanonical splice sites in the human genome can vary significantly depending on several factors such as gene structure, gene regulation, and genomic context.",0,0.0952,1.168282,4,10,0.5,0.469,112.296,112.76508593177796,1.69
Qwen/Qwen1.5-1.8B-Chat,bioasq,en,76,"What is the causative agent of the ""Panama disease"" affecting bananas?",fusarium oxysporum f. sp. cubense,Plasmodium falciparum.,The causative agent of the Panama disease (TPZ) affecting bananas is a soil bacterium called Pseudomonas syringae pv. tr,0,0.0,1.19355,4,10,0.5,0.446,108.47,108.91558668136597,1.9
Qwen/Qwen1.5-1.8B-Chat,bioasq,en,77,Which biomarker is widely used in the diagnosis of Ewing sarcoma?,cd99,Tumor protein CD20.,Sertoli cell marker (SCM),0,0.0,1.748067,7,10,0.5,0.167,73.88,74.0465415763855,1.65
Qwen/Qwen1.5-1.8B-Chat,bioasq,en,78,Which signalling pathway is involved in Tuberous Sclerosis?,tuberous sclerosis is caused by hyperactivation of the mtor signalling pathway.,"Tuberous sclerosis (TS) is a genetic disorder characterized by the accumulation of abnormal proteins in various tissues, including the brain and skin. One signaling","Tuberous sclerosis (TS) is a genetic disorder characterized by the presence of tubers, which are large, thick, and cystic masses that",0,0.3448,0.801819,3,10,0.5,0.151,111.529,111.68017311477661,2.69
Qwen/Qwen1.5-1.8B-Chat,bioasq,en,79,Which is the relation between sweating and anaerobic threshold?,there is no clear evidence of the relationship between sweating and anaerobic threshold,"Sweating is an exergogenic response that occurs when the body generates heat through the process of thermogenesis, which involves the breakdown of glucose to","Sweating is related to the anaerobic threshold through the process of thermoregulation, which involves the body's response to environmental changes such",0,0.1875,1.227529,5,10,0.5,0.125,103.317,103.44179400634765,2.9
Qwen/Qwen1.5-1.8B-Chat,bioasq,en,80,Name monoclonal antibody against SLAMF7.,signaling lymphocytic activation molecule-f7,Monoclonal Antibody against SLAMF7 (SLAMF7 Monoclonal Antibody),Monoclonal antibody (mAb) against SLAMF7.,0,0.0,-0.0,1,10,0.5,0.093,82.694,82.7874534072876,2.41
